 Reviewer name,Review,Rating,Package name
PrattleOn Boyo,Locks up & crashes AVOID,1,com.dgmltn.radiomg.somafm
John Greene,Glitchy.,1,com.dgmltn.radiomg.somafm
Richy Ram,"12/23: Can't turn off...after stopping can't close app, song keeps playing, always have to restart phone (Moto G Fast) 12/28: still doesn't turn off; have to restart phone every time!!!",2,com.dgmltn.radiomg.somafm
Marquis Von Lion,"hmm, I like soma fm but the app seems buggy, it freezes and won't turned off. Is there a fix for theses issues?",2,com.dgmltn.radiomg.somafm
Don Teeter,I love that I can get SomaFM on a mobile device. I like the design very much. But I am amending my review to report that a) it doesn't stop playing when you pull the cord or turn off the BT device like all other music players do and b) it can become nonresponsive while playing and I have no way to kill it. I have ver 1.8.1. Update. Uninstalled. I can't have a music app that won't pause or close.,3,com.dgmltn.radiomg.somafm
Jeffrey Benner,"Ever since last update visualization no longer works, and artist /track /album metadata no longer displays. Thanks devs I am sure you will have a fix in soon.",3,com.dgmltn.radiomg.somafm
Felix Sears,"Works great while using phone, but most times that i lock the screen, the music stops playing after a few seconds. The lock screen controls don't do anything when that happens.",3,com.dgmltn.radiomg.somafm
Kean Kennedy,One major issue - on my Galaxy doesn't respond to commands to stop from headphones or lock screen. You have to do it from the notification pane or app itself. Everything else is fine.,3,com.dgmltn.radiomg.somafm
Leroy B,"Was good, no longer able to start app. It just crashes.",3,com.dgmltn.radiomg.somafm
brian mey,Recently it's been lagging and not playing through my Bluetooth device. Please fix the issue,3,com.dgmltn.radiomg.somafm
Jeremy,"Have been a SomaFM listener since the early 2000s and love these stations more than any other. This app is a *wonderful* way to access and stream somaFM, and I give it nearly 5 stars for ease of use, reliability, quality. The missing final star is because when you stop playback/quit the app, the next time you toggle Bluetooth on your device, this app begins playing and doesn't want to stop. Controls for the app vanish from Android and don't come back unless you restart radioOMG.",4,com.dgmltn.radiomg.somafm
Eric Parks,"I like this app I think it's fantastic. I love being able to choose quality. The only reason I don't love it is because it's louder out of vlc. Also, the visualizer... Can we get.... a better one.....? Most folks who would use a visualizer have a screen that can do one right. 60+ fps color change with multi touch interactions.... -=cough-= milk..... Thank you for your work, and reading this if you did!",4,com.dgmltn.radiomg.somafm
Aaron Wright,"I've been listening to SomaFM since 2006 and am so happy they've kept it going and current with technology. I used to have an iOS device and the Soma app worked very well. Android had no official app at first, but now we have this one, which is great with one exception. The stream stops after a few minutes while connected via Bluetooth with the screen locked. I have to unlock the screen to get the stream working again.",4,com.dgmltn.radiomg.somafm
Stranga Strigo,I love this app! It has drawbacks... Mostly that it doesn't like to stop. Closing usually involves the app not responding (or taking a longer to close than seems reasonable). It's not annoying enough to be a deterrent. Still more convenient than the site for phones. It runs well in the background.,4,com.dgmltn.radiomg.somafm
Human Spida,"Good app, really like it but it's very basic. Would be nice if it autorotated with screen orientation - can't even force it with Tasker... Will give 5 stars if it autorotates in future",4,com.dgmltn.radiomg.somafm
Bill Lukes,"Artist, song, etc displays in car via bluetooth, but not using Chromecast or within the app? Otherwise love Soma FM and the app.",4,com.dgmltn.radiomg.somafm
Stuart McMillan,"It's great to have an app that supports SomaFM on Android in the UK, thanks guys. I also love the stream quality selector and sleep timer. My gripes are around Chromecast it is great to have, but it's less stable than other radio streams I use - it seems sensitive to my handset disconnecting from the home network for some reason, Finally can we have native Google Home/Nest integration please - i'd love to be able to just tell my smart speakers to play some Xmas in Frisko without fiddling with my phone!",4,com.dgmltn.radiomg.somafm
Patrick Keogh,"The developer was kind enough to troubleshoot my problem. The work around, if the app takes over and locks up your phone, is to restart the app and disable visualization before playing music. After that the app works fine.",4,com.dgmltn.radiomg.somafm
anony mous,A very good application. The only reason I gave it Four stars is the doomed station is only a special station for Halloween. I would like this station to be available all year round.,4,com.dgmltn.radiomg.somafm
Jay S,Love SomaFM. Would give this 5 stars if it supported landscape orientation since I also use this on my tablet. Hoping landscape is supported in future versions.,4,com.dgmltn.radiomg.somafm
David Collins,Good app but no 5 stars until there is a landscape mode. Using latest Samsung tablet which has both speakers at bottom.,4,com.dgmltn.radiomg.somafm
Gravity Light,Beautiful functional. But almost doesnt work with chromecast =(,4,com.dgmltn.radiomg.somafm
J Dub,"Great selection of Chill, Physbient and downbeat music. Sonoma is a master in this field.",4,com.dgmltn.radiomg.somafm
Matt Davenport,Great app just wish for album art,4,com.dgmltn.radiomg.somafm
Christian Dysthe,I've been a SomaFM listener since 2001! They are still my go-to Internet radio. This app complements the service perfectly and not only works well but looks the part also. I now have SomaFM in my car through my phone with this app daily. Great work!,5,com.dgmltn.radiomg.somafm
Peter Fanelli,"Have been listening to SomaFM for several years. What a fantastic app! Great selection of genres, always interesting, got into some music that I wasn't aware of. How cool is that!?",5,com.dgmltn.radiomg.somafm
r winters,"BEST soma fm app, should be official but isn't (don't think they have an official app TBH). Great intuitive interface + Visualizer + ALL soma fm channels + not trying to put ads on free soma FM content (y'all should support soma FM directly, though) + ability to easily make favorite stations. Other ""radio apps"" should take notes! Fan for life here, great work!",5,com.dgmltn.radiomg.somafm
Jose Betancourt,Ambient radio. Nothing more nothing less. Good clean interface. Excellent variety of stations. Quality.,5,com.dgmltn.radiomg.somafm
Zidane Golightly,This is a great app and is really helping me keep SomaFM as huge a part of my daily life as it has been for over a decade.,5,com.dgmltn.radiomg.somafm
deckard nc,"SomaFM has the best streaming radio stations and this is great app to listen to all of them on phone, bluetooth or via chromecast.",5,com.dgmltn.radiomg.somafm
L Jiminez,This works on my Nvidia Shield 2015 version. However: 1. Unavailible in the Shields Play Store app. You'll have to sideload it. 2. You'll need a multimedia controller with a trackpad mapped to your TV's screen. The Logitech K830 worked for me. 3. A static image will be left on your TV screen. Prolonged use could 'burn' your TV screen. If your TV has a setting to turn the screen off use it for screen protection. Alternatively you could use an HDMI splitter (or extractor) into your audio gear.,5,com.dgmltn.radiomg.somafm
Greig McPherson,"Amazingly simple app, it just works without issue every time. Great way to listen to any soma fm channel. Not sure what bitrate streams they use I've had it blasting out a pretty high quality Bluetooth speaker and it sounded great, but maybe a selector for stream quality would be a nice addition in future. Recommended A+",5,com.dgmltn.radiomg.somafm
Lisa Jooste,Brilliant!! I love Soma FM but the official app was removed....this one works beautifully.,5,com.dgmltn.radiomg.somafm
Stuart McDonald,"Have been a big listener via the web site for some time (special agent). This app is superb for me as I can now just quickly view other stations and hit play. Its so easy to use, none of the BS other music apps have. Great app guys, better than that superb A+ Forgot to say, plays the kinda stuff I'm into, lounge and exotica.",5,com.dgmltn.radiomg.somafm
Brett Jackson,"Incredible work by the developer. Doug let me buy you a beer/coffee and or support you, bud! I'm a somafm addict and I was using Alpha player before I saw this popup on the play store. alpha player has some bugs where a stream won't start or the wrong stream will play for what's currently shown. This app works beautifully so far! I can't wait to try it on Android Auto.",5,com.dgmltn.radiomg.somafm
Hex Machine,"Wow...after using this new, unofficial app, I don't miss the official, decommissioned SomaFM app I used for years. Good job! I love the ability to select stream quality. I wonder what new goodies are in store on this app? ***Request: the lockscreen widget does not have next song, play/pause buttons similar to Spotify-can these be added? FYI, I'm using a Pixel 4a, Android 11. Too bad SomaFM couldn't use all those donations they solicit to fund an app of this quality.",5,com.dgmltn.radiomg.somafm
Steve Waters,"Amazing app for your somafm fix. I've been listening since about 2007 and this app is clean and simple and keeps me plugged in for my daily soundtrack. Seriously there's nothing better than playing Vaporwaves poolside or Digitalis with your morning coffee. Great and solid app build, and many kudos!",5,com.dgmltn.radiomg.somafm
Lloyd Landis,"This listener supported radio station deserves all the love (money) because they will never let you down, only pick you up! SUPER DUPER FANTABULOUS DJ's pick amazing jams that WILL keep you grooving. Num Nums for the ears! So many badass stations for any mood. THANK YOU SOMA for introducing me to SO much musical greatness. Congrats with yer new app, much love!",5,com.dgmltn.radiomg.somafm
Andrew Hawkins,"The app looks good, and is easy to use. I very much appreciate the favorites folder, as well as the Chromecast support. The addition of a quality sector made it just about as good as I could ask.",5,com.dgmltn.radiomg.somafm
Virt Real,"Great app. Normally, I listen deep space one via the web page, but that stream sometimes stops all of a sudden. This app provides a stable stream and the sound quality is also great, so nice work 👍",5,com.dgmltn.radiomg.somafm
David Valentine-Hagart,"Wonderful. Everything you need and nothing you don't. Great UI. Wishlist would be track history, maybe last 5 tracks displayed, perhaps an option in the space where the visualiser plays.",5,com.dgmltn.radiomg.somafm
Sarienn Horror Narrator,"There's no list of stations and the 20 some I favorited are gone except two. All that shows are favorites and genre is the same two that's on my fave list. Like it will not move off my faves. Where did all the stations go?! All i see anywhere is groove salad, drone and that Def con thing.",5,com.dgmltn.radiomg.somafm
Pat Beemer,Great to have s SomaFM specific app for my GoogleTV and mobile phone. Now if only there was an app like this for my LG WebOS TV...,5,com.dgmltn.radiomg.somafm
Joe Bowden,"Perfect, except doesn't support rotation to landscape mode, only portrait mode. I appreciate app is free, and would gladly pay for it if it supported landscape (horizontal) display,",5,com.dgmltn.radiomg.somafm
Scott Sanderlin,"SomaFM showcased in a neat, clean, and useful app. It offers fans of Big Url, et al, all of the stations in an astutely simple and enjoyable way. Imo, the Dev coded the app much the same as SomaFM presents the music itself. Which is too say that, the focus of the app is on SomaFM, as the focus of SomaFM is the music. Nicely done, Dev! ~ SszZ",5,com.dgmltn.radiomg.somafm
Cole Snyder,"Good stuff! Very simple and intuitive. I've missed sitting down to program and having Soma playing in the background. Did not ask for permissions to anything, which is big considering Soma FM's popularity in the hacking community. Haven't had an issue yet.",5,com.dgmltn.radiomg.somafm
Philip J. Fry,Works fine on Google TV. Thanks!,5,com.dgmltn.radiomg.somafm
C J,"Being a long time listener to SomaFM, I was terribly disappointed when the official app was discontinued. Version 2.2.9 lost support several years ago. However, RadiOMG has allowed me to stream all my favorite SomaFM stations with ease. Thank you to the developer for this labor of love. You've created an outstanding app.",5,com.dgmltn.radiomg.somafm
pdsassoc assoc,"With the cutting off of Soma FM channels from TuneIn in the UK, I was looking for a replacement amp. This does everything I need it to, although sadly I can no longer get my Google home devices to respond on command to Soma FM channels.",5,com.dgmltn.radiomg.somafm
Station Lightyears,"Great app for listening to all the Soma FM stations, can choose stream quality, set favourite stations and also set a sleep timer. Great to drift off to Drone Zone. Streaming more reliable than via browser/website on phone.",5,com.dgmltn.radiomg.somafm
Dan Hayes,Great and simple interface. Thank you for this app!,5,com.dgmltn.radiomg.somafm
John Mickus,Simple & easy...app does exactly what I wanted and I can't recommend it highly enough. THANK YOU!,5,com.dgmltn.radiomg.somafm
Ratljost,Works a charm. One cool feature I'd love to see is a timer so I can listen to my favourite station while going to sleep knowing it will turn itself off after a while.,5,com.dgmltn.radiomg.somafm
Shane Remington,It's Perfect in Every Way!! The best SOMA FM player ever. Car Mode is perfection please don't change it. If I can't donate to this project directly I'll monthly donate to SOMA what I'd normally pay for Spotify or other music apps that I can't stand. So awesome,5,com.dgmltn.radiomg.somafm
Chris K,Works great with chromecast!,5,com.dgmltn.radiomg.somafm
Mark Eggers,An awesome player for SomaFM. Responsive devs (caught them while changing URLs). Now I just have to stroll around town in my SomsFM unhoodie and listen to Drone Zone. Thanks again!,5,com.dgmltn.radiomg.somafm
Jamin Shoulet,"excellent work.. very happy this app is easy to use, lightweight and responsive. been listening to soma fm for 17 years. you did an excellent job, good sir. thank you for your hard work.",5,com.dgmltn.radiomg.somafm
James Townsend,Some of the most unique music you'll find online.,5,com.dgmltn.radiomg.somafm
Tim Hild,"Horray! Groove Salad everywhere I go now. Thanks Doug, nice work!",5,com.dgmltn.radiomg.somafm
Mike Eichenlaub,Great app to listen to great music. It would be nice if it wouldn't keep pausing after reconnecting to my car,5,com.dgmltn.radiomg.somafm
JayBee,"Any chance you can make this available on the Android TV platform too so it can be installed on TVs?? I ask because TUNEIN now no longer streams Somafm to the UK at all and the only other option is 'myTuner free' which is...meh! 😭. Pretty Please? 🙏🏻 But as it is, it's a 5 star app ☺️",5,com.dgmltn.radiomg.somafm
Bianca Arnold,"If you want an ad-free Soma.fm experience, this is the one! Now that you can use it with Chromecast, it's even better! I'm so glad to have found it!",5,com.dgmltn.radiomg.somafm
Aimee Ivanoff,Finally I can listen without the music cutting out from website streaming. Been a fan of somafm since waaaay back. Thank you for this app!!! I love the interface! Well done!,5,com.dgmltn.radiomg.somafm
Peter von Pinnon,"Love this app so far, can you please add a quality setting? i know this is limited by somafm but i would like to make sure i am getting the highest quality bitrate available, and they usually have a few for each channel.",5,com.dgmltn.radiomg.somafm
Markus,"This app gives U soma fm flawlessly and for FREE! Thank U Doug, you're a prince. The other apps here are mostly ad-filled parasites using user-supported soma to make money for themselves.. or even worse. FREE TIP: ALWAYS CHECK PERMISSIONS before downloading apps. (Other Soma apps here have very sketchy permissions; probably malware.)",5,com.dgmltn.radiomg.somafm
Mark Prestage,"Great app, but really could do with a sleep timer to turn it off after a period of time, I listen to some of the stations when I go to sleep",5,com.dgmltn.radiomg.somafm
Max Baker,"Love it, keep up the good work! Two feature requests : choosing the bitrate / stream and Chromecast support.",5,com.dgmltn.radiomg.somafm
David White,I'm blown away. Six Stars! AWESOME app. Got fed up with TuneIn and looked for something new. This is SO much better than I thought I'd find. Haven't come across one thing that annoyed me. Thank you.,5,com.dgmltn.radiomg.somafm
F B,"Intuitive interface, sorts stations by popularity or alphabetical, no ads, no permissions, perfect.",5,com.dgmltn.radiomg.somafm
Brant Clabaugh,"Outstanding interface to the best Internet radio. Great interface, smooth playback, favorites, Chromecast support... Beautiful.",5,com.dgmltn.radiomg.somafm
Andrew Carey,Excellently simple interface. Great sound quality options. Has an ever useful 90 minute timer option!,5,com.dgmltn.radiomg.somafm
Andrew J,Simple. Clean. No unnecessary permissions. Flawless function over WiFi and data. I trust this application. 5/5⭐,5,com.dgmltn.radiomg.somafm
N N,I was having trouble with the web browser version cutting in and out. This app works great thank you so much.,5,com.dgmltn.radiomg.somafm
Harpreet Purewal,"Lovely app to use. Simple and functional, no ads no fuss. Wish all apps were like this, well done and big thanks to the creators.",5,com.dgmltn.radiomg.somafm
PJS,Not sure why it took me so long to look for this. Fantastic! If you could add a sleep timer it would be 5-stars for sure! Revised for sleep timer!,5,com.dgmltn.radiomg.somafm
Bill Carroll,"Soma FM is the best, and I donate monthly. This is the app that I use, it's the best. For Christmas, is it possible to add a sound equalizer?",5,com.dgmltn.radiomg.somafm
Me,"Great app, thanks. 3/25 update, no longer pulling station graphics. 3/26 station graphics fixed :-)",5,com.dgmltn.radiomg.somafm
Bruce Wiggins,"Wonderful! Somafm stations are great, and I've missed since they've been taken off tunein.... Glad I found this.... And it casts!",5,com.dgmltn.radiomg.somafm
Michael Tritter,Great for Groove Salad. I stream constantly and haven't heard a single ad (other than Rusty). Can you please add a widget? I want to use this app more!,5,com.dgmltn.radiomg.somafm
Davey Waterson,"Great app. Fast station switching, casting supported. And NO ads!",5,com.dgmltn.radiomg.somafm
Scott Rule,Had been missing the official SomaFM app. This one's filling that need 100%. It's even got a slick visualizer to zone out to 🌊,5,com.dgmltn.radiomg.somafm
Terri Cook,"Soo glad y'all added support for Android Auto! I've been a SomaFM fan for years, and this is a great app. 2 thumbs up!",5,com.dgmltn.radiomg.somafm
JRB,"I understand this is the ""official"" app. Works great, now has a chromecast option!",5,com.dgmltn.radiomg.somafm
A,"Just a heads up to say that if the app is in one the top, it prevent the the phone to lock. Thanks",5,com.dgmltn.radiomg.somafm
Eric,"Thank you so much to the dev (team) who made this possible! Long time fan of SomaFM, and their last app died off. Much appreciated!",5,com.dgmltn.radiomg.somafm
Kye Wood,Love having SomaFM with me at all times! App works great. Check it out and discover great music ad free!,5,com.dgmltn.radiomg.somafm
David Roberts,Love the design and performance of this. Finally a worthy Android app for SomaFM. Great work and much appreciated by me!,5,com.dgmltn.radiomg.somafm
Darren Anderson,"So good. Shows what's currently playing, casts smoothly and easily. The best somafm app out there so far!",5,com.dgmltn.radiomg.somafm
Key'von Miller,"Pretty good UI Design, no bugs or problems that I can see.",5,com.dgmltn.radiomg.somafm
Craig Snoke,"Update: You guys are killing it with Chromecast support + all the new updates, great job. Top notch app",5,com.dgmltn.radiomg.somafm
Ben Combee,Love SomaFM and supporting their music programmers and app developers. I'd love to see Android Auto support in a future version.,5,com.dgmltn.radiomg.somafm
Mike Lockhart,"Everything works, great streaming from one of the Net's best radio services.",5,com.dgmltn.radiomg.somafm
d. lane jr.,Great selection of music styles - this app has excellent sound quality in addition,5,com.dgmltn.radiomg.somafm
Will Simons,"Works well, straightforward interface. Sounds great!",5,com.dgmltn.radiomg.somafm
Stephen G,Fantastic!! Love SomaFM. Great for Halloween (atmospheric) and Christmas tunes too!! Keep up the awesome work guys!,5,com.dgmltn.radiomg.somafm
Jeremy Booth,Excellent app. Great minimalist design and streams soma.fm to Chromecast flawlessly.,5,com.dgmltn.radiomg.somafm
vlad tom,great app! i'm regularly listening on device as well as via chromecast,5,com.dgmltn.radiomg.somafm
Zbigniew Karoń,App is great and finally Chromecast is supported. Thanks,5,com.dgmltn.radiomg.somafm
Stanley Moras,You have my support Doug and the great dev teams. Keep up the great work! 🌊🏄🌊,5,com.dgmltn.radiomg.somafm
ed lewis,"Brilliant, since main radio player dropped soma been looking for easy way to access their great stations",5,com.dgmltn.radiomg.somafm
Ellfian Abdul Rahim,"It's simply the dog's bullocks, this! One of the best free radio apps ever...",5,com.dgmltn.radiomg.somafm
Robert Navetta,I have spent the last ten years of my life listening to Somafm. I only listen to Illinois Street Lounge but what a great job Rusty Hodges and his crew do. I get to listen to music that was in my dads collection from the 50's. I hope this app helps their business flourish.,5,com.dgmltn.radiomg.somafm
Tucker Sferro,Soma fm..... The best radio stations of all time... No track history though?,5,com.dgmltn.radiomg.somafm
Aaron Oliver,"Wow, great app, and no ads. 5 stars for sure.",5,com.dgmltn.radiomg.somafm
Victoria Adams,"Beautiful, easy to use app. Wish I had found it sooner. Thank you!",5,com.dgmltn.radiomg.somafm
A Snow,Just downloaded....love the look. I had been using the website but this is great.,5,com.dgmltn.radiomg.somafm
Alan Wren,"Excellent app, excellent Soma. Love and Peace, Dublin Ireland.",5,com.dgmltn.radiomg.somafm
Mike Teehan,The best way to play Soma.fm on your Android device. Supports Chromecast.,5,com.dgmltn.radiomg.somafm
John Oczkowski,Fantastic. Love the app and soma fm,5,com.dgmltn.radiomg.somafm
Fran Litterio,Very nice app. Great user interface!,5,com.dgmltn.radiomg.somafm
Simon Scott-Douglas,"Great interface, really stable, top job",5,com.dgmltn.radiomg.somafm
Nonlinear Dragon,"Yep, totally works. Clean and good, very happy.",5,com.dgmltn.radiomg.somafm
Tejas,Brilliant. Thanks so much for making this free and available to everyone.,5,com.dgmltn.radiomg.somafm
Scott Galbraith,"Thank you, thank you, thank you! I absolutely love Left Coast '70s!",5,com.dgmltn.radiomg.somafm
Bobbie Graves,Wonderful app. I hope there is a widget someday,5,com.dgmltn.radiomg.somafm
Klabatsman,Thanks for the effort. Hope it brings SomaFM to an even bigger audience!,5,com.dgmltn.radiomg.somafm
Walter Thomas,"Love it been using it for years, like it so much , I support it.",5,com.dgmltn.radiomg.somafm
P S,Loved Soma FM for over a decade. Thank you SO much for this!,5,com.dgmltn.radiomg.somafm
Kim H,Finally a great app for SomaFM! Thank you so so so much!!,5,com.dgmltn.radiomg.somafm
Nathan Womack,Simple audio perfection,5,com.dgmltn.radiomg.somafm
Mauro Scardina,Fantastic app for SomaFM lovers! All genres are covered!,5,com.dgmltn.radiomg.somafm
Mike Johnston,I'll take any and all ways to keep plugged in to the SOMA mothership.,5,com.dgmltn.radiomg.somafm
Chris C,Finally! Supports Google casting too.,5,com.dgmltn.radiomg.somafm
Scott McCollom,"Love it, thanks for Chromecast",5,com.dgmltn.radiomg.somafm
Kingsley Edwards,"Sorry, this app WAS WORKING... Every time i go into the 'player' for the stream, adjusting the volume makes the app crash and pressing the Play button does NOTHING... I think someone might be blocking this app delibarately. Not happy...",1,com.listen2myapp.listen2myradio
Henry Faro,"Can you please make this app work as it should, you cant expect people to pay for subscription when it doesn't do what its supposed to. You cant check the songs that are playing (which it has a feature for) and the messaging part of it is no good @ all. Please rectify these faults",1,com.listen2myapp.listen2myradio
RiotStarter Dj,"I've give this one star as it used to work fine, then after the last update once it's loaded, and you try to listen to a station it stops working as soon as you click the play button..",1,com.listen2myapp.listen2myradio
Shawn McKenzie,"Every time I try to play WGXX - The X on this app, it gives me the error message ""Connection problem - try again later"". What am I doing wrong?",1,com.listen2myapp.listen2myradio
Vishwa Ravi,"Using it for the first time . No information on how to go about . After installing when I want to listen ro Carnatic music , pozzled as to how to go about !! ??",1,com.listen2myapp.listen2myradio
Tenement Radio,It keeps on stopping while I'm in the middle of good music. So busted man please fix,1,com.listen2myapp.listen2myradio
Ds Mahrle,it was not possible to enter station name - it was like a photo - not able to use,1,com.listen2myapp.listen2myradio
Daf Tsakos,the streaming stops while it playing the server of the radio streaming and after 3 min it stops why? fix it,1,com.listen2myapp.listen2myradio
Valeria Nomvula Anderson,"No longer functional, keeps saying ""unfortunately listen2myradio has stopped ""😈😨",1,com.listen2myapp.listen2myradio
Scott Hucks,Just installed it and i get the message the app stopped working.,1,com.listen2myapp.listen2myradio
A Google user,"Trying to access app, but do not find it on my phone, allthough its installed.",1,com.listen2myapp.listen2myradio
