Reviewer name,Review,Rating,Package name
Michael Christopher,Worked fine until today. Perhaps a bad update? Tried uninstalling and reinstalling; now cannot even sign in.,1,com.wingmoney.wingpay
ou dom,Exchange rate stay the same but phone top up money keep increasing. Before it's equal to exchange rate but now it keep go higher and higher. Think i will change to true money...,1,com.wingmoney.wingpay
Sinith Say,Never had good experienced with its service when had problem to ask. I'd have delete account so far if my company change mode of salary deposit.,1,com.wingmoney.wingpay
A Google user,couldn't log in again after exiting. I had tried few time to delete this app and install it but still doesn't work. 🙁,1,com.wingmoney.wingpay
Sopheak San,couldn't use the app due to requirements that request to update the app and also couldn't update the app😹 nothings i can say😴.ur advise (wing company) is more appreciate.thx q.,1,com.wingmoney.wingpay
davy you,I can't see my online card digit,1,com.wingmoney.wingpay
Sisovath Ma,"Wing Appbso poor, I experience with this app 7years, difficult to use and many problems.",1,com.wingmoney.wingpay
Will Smith,"A lot of wing outlets denied to fill a credit, few of them charged some money, good app, good feature, bad services, useless.",1,com.wingmoney.wingpay
Jay SecondName,"Topped up. Account blocked. Call centre, no English and they hung up on me. Website contact form gives NO PERMISSION TO SEND MESSAGE. Impossible to contact them. Avoid these clowns. BAD.",1,com.wingmoney.wingpay
Chivorn Kouch,Very bad user experience. Often crashed when paying bills.,1,com.wingmoney.wingpay
The NoobPro,"Doesn't have logout botton, doesn't have Smart number contact, poor service.",1,com.wingmoney.wingpay
bo lin,"The company don't fix the bugs, don't use this app or you'll lose your money in the transaction or online payment.",1,com.wingmoney.wingpay
bad prince,This app not good... difficult with register... please IT fix it.. it no good with ur platform when register,1,com.wingmoney.wingpay
Marshall,I'm having some problem with creating new account.. The app just stops for no reason!!,1,com.wingmoney.wingpay
sopheak ou,"Your last update always error everytime, should fix it as soon as u can if u don't lose your customer",1,com.wingmoney.wingpay
JC Capuyan,It just keep saying there's a new update but when i open in app store there is no availabile update,1,com.wingmoney.wingpay
Emerson de Pasion,"terrible, doesn't send tracking number, very poor customer service .",1,com.wingmoney.wingpay
David Antoniuk,"The app will not let me go to ""next"" step after entering all my data... I cannot finish registration...",1,com.wingmoney.wingpay
Phanun Khorn,"I love this app but make me feel bad when I forgot my PIN code, they were blocked my account I don't understand:!",1,com.wingmoney.wingpay
Sopheaktra Long,Everytime I click on payment it's always errors please fix this problem,1,com.wingmoney.wingpay
So Maly,This app of wing think be nice but absolutely to much problem... only one day many problems to open...,1,com.wingmoney.wingpay
Veasna,Put wrong pin code only once get blocked. Really?? It's so annoying,1,com.wingmoney.wingpay
Deth Ichi,Wing has no contact center to ask. I mean they have contact number but contact to ask for some information was like the black hole. No question No Answer.,1,com.wingmoney.wingpay
RITHY PHA,Really dificult when we forgotten password although we use the registered number to recover the password.,1,com.wingmoney.wingpay
vaing is life,I just Cash in my money today and see money in but than the add start said no connection 🤬 Event my wifi can watch 4k video 🤬🤬🤬 Fix your system again🤬🤬🤬 Now i can't use my 55$ in my acc🤬🤬,1,com.wingmoney.wingpay
Sokneang Hok,"Cannot start the app, alway stay on the start up page",1,com.wingmoney.wingpay
chan samrith,Can't bill payment opennet. There isn't input amount.,1,com.wingmoney.wingpay
Kenny Sun,Find it hard to log into account when input the code.. never work!,1,com.wingmoney.wingpay
Ari Sigurdsson,This app and Wing service in cambodia is only and only trouble. not worth your time. Put your cash anywhere else.,1,com.wingmoney.wingpay
Phil Jeffery,Will not allow me to register account. This has caused a big problem for me financially!,1,com.wingmoney.wingpay
Matsary Ly,"Why i can't login to this app, i just use and now show me to update new versions, How to update if it doesn't provide to update",1,com.wingmoney.wingpay
Swammy Vashist,The update is not materialized despite lapse of long time.,1,com.wingmoney.wingpay
Mohammad Islam,"I am having problem when I go to update, I didn’t get back the apps.",1,com.wingmoney.wingpay
Rakha Sopheak,"when it comes to change device, this app is so complicate. What I got the solution was to create new account for new number in order to use app.",1,com.wingmoney.wingpay
FuniNel,"When I process this Wings App, it is not allow process. It say Your app user is blocked",1,com.wingmoney.wingpay
Ten Leakhena,Isn't acceptable that charge fee to Bakong Wallets.,1,com.wingmoney.wingpay
Jennie Kim,Why can't I update while it requires to? It takes forever to update and I can't even use the app now!,1,com.wingmoney.wingpay
Sokleang Koy,"Cannot register, always get ""Please enter valid mobile number""",1,com.wingmoney.wingpay
mook skywalker,App crashes when I try to take picture of my id. Not good app,1,com.wingmoney.wingpay
Prum Vothnak,"Hey Wing App's developer, do u feel happy when u're in very very urgent and ur phone still stucked on loading screen ?? U noob or something ?? 🥱",1,com.wingmoney.wingpay
Mak Kin,The code otp box won't work. When will it be fix? I cant log in :(,1,com.wingmoney.wingpay
Tyler Lee,I can't download account statement. The following Including: 1.User name and billing address 2.Phone number 3.Transaction Details,1,com.wingmoney.wingpay
RATHA HEANG,App crash after this update version on Android 9,1,com.wingmoney.wingpay
Bong Net,hello i have a broblem before update easy to use but after update why the keyboard can not tiyping name please you fix it now,1,com.wingmoney.wingpay
Cherry Cambodge,"difficult to use, very hard to login or to recover password",1,com.wingmoney.wingpay
Sophoan Chheang,Hard to top up cannot copy PIN to Top up,1,com.wingmoney.wingpay
Rady Killer,Not good this app not use long time can not open our money.. recommend don use wing,1,com.wingmoney.wingpay
Scott James,"Honestly the worst app I've ever used, followed by the worst customer service in history. Stupidity and lack of logic and common sense all rolled into one. P.s. they care only about money... customer service is a joke!",1,com.wingmoney.wingpay
Bunjack Thuok,Why i input information many time still can't creat new user . It's reload app again verify code again and input information again and finally step it reload app again reverify again . This is so wast time . Please test app again .,1,com.wingmoney.wingpay
mark blynd,How does international wing work when it doesn't accept international phone numbers ?,1,com.wingmoney.wingpay
Loy Chhoung Thoeng,App still not working right way. Navigate guester not support. Slow respond after touch. Search words doesn't match with items.,2,com.wingmoney.wingpay
Sopheakdey Moeun,"1. User should be able to upgrade themselves online 2. When someone transfer money to your number that have account, the money should go directly into that account or at least make possible ways to do so 3. Fees transfer between banks and wing are still high while other make it free",2,com.wingmoney.wingpay
A Google user,"Hi..I tried to use this app in sending money to Philippines. But then, there's a message popped up that ""No define charge yet"". So how can I do it? Hoping to hear from u as quick as it could. Thanks!",2,com.wingmoney.wingpay
Tith VONG,"application has many error point, service always give a wrong error messages and too much complex steps. why dont your developer study about famous other mobile banking for more experience. You should test more before release to user, now make me really disappointed to use your service.",2,com.wingmoney.wingpay
Lilay Natt,Can login old account with a new phone. when I change the phone I need to call to contact center and delete account on the old phone. it's very hard for me.,2,com.wingmoney.wingpay
Joy Lee,"After the update, it crashes over and over. Please fix the bug.",2,com.wingmoney.wingpay
Rathana Kao,I hope there is Delete bottom in the notification. There a tone of them that I want to delete and it is just notification of any promotions.,2,com.wingmoney.wingpay
Tekhour,"Having really bad time contacting customer service. No build-in chat function, No online support, Bots with useless information.",2,com.wingmoney.wingpay
Leng Chan,"everytime i try to open my wing online mastercard in the app, it says cannot connect to the server, please try again. fix this.",2,com.wingmoney.wingpay
Trip to National ParkSopheak So,"It was really slowed to update and taking much time with a new versoin of this app, Why need to update the new versoin? I am soo bored to used this app, very bad.",2,com.wingmoney.wingpay
kry horn,I open account by phone number account $ and i want to open one more account as Reils it can not..why ? ..why need to open with agents ? Some agents never open for me...if open for me only account that i don't like it...,2,com.wingmoney.wingpay
ចំរើន ប៊ុនឃាង,"Just enter the wrong code 3-4 times, close the account, please review. Sometimes they may forget the code, they need a sandwich to find the code, why close the account?",2,com.wingmoney.wingpay
Yuth Peou,Used to be good. now after updated I can't use it anymore keep freezing when I try to login.,2,com.wingmoney.wingpay
Vishal Chavan,Please check with app it crashes many times now and even since yesterday wingmall service stopped.,2,com.wingmoney.wingpay
Sethyk Pen,"when your app not working, let's be honest and tell me what's wrong, don't tell me my internet is not stable.",2,com.wingmoney.wingpay
Dara Chan,I hate calling to call center after changing phone or uninstalling accidentally. Why not just recognize the number and password ?,2,com.wingmoney.wingpay
Sheryl Blan,"After the September 2021 update, l can no longer open the App.",2,com.wingmoney.wingpay
[content deleted],Takes forever to load Like literally it doesnt even load! I cant pay for anything or top up like come on! How bad is your update?,2,com.wingmoney.wingpay
Noona Sweetie,now it crash open and stuck on Wing logo.i use android.,2,com.wingmoney.wingpay
苏罗塔,"Hello bong ! If my Wing account was blocked and I don't remember some information , and wing department can't help me open back my account , what should i do? Can i create a new one by using the same phone number?",2,com.wingmoney.wingpay
Mr Dy,I can't even change Pin code by myself when I forget it.,2,com.wingmoney.wingpay
A Google user,05.November.2018 error can not use ! Please fix ...,2,com.wingmoney.wingpay
Syhakvichea Kong,Reinstalls take too much effort,2,com.wingmoney.wingpay
Rathana Lan,Why update need to call the service to check password?,2,com.wingmoney.wingpay
Phanit Leng,Everything is unsural. You should fix it more,2,com.wingmoney.wingpay
Ol sophearith,Can not change number and can't log out,2,com.wingmoney.wingpay
황예지MIDZY,Same think is not approved on this app,2,com.wingmoney.wingpay
Ang Bola,Please add function download bank statement please.,2,com.wingmoney.wingpay
Nxelmitsuki,I forgot my pin and there is no other away to get it back. Wasted my money.,2,com.wingmoney.wingpay
Kpop Fan,"can't add more card, please update",2,com.wingmoney.wingpay
Hong Sreymom,"After I'm update, I can't open it. Can u check for me please!",2,com.wingmoney.wingpay
Holen 404,I can't transfer money it's stuck when loading,2,com.wingmoney.wingpay
Damn U are stupid,Already updated but still ask me to update.,2,com.wingmoney.wingpay
Veasna PEN,I cannot login to my account,2,com.wingmoney.wingpay
Kiên Nguyễn Trung,I cannot create an account It doesn't send the code to my phone,2,com.wingmoney.wingpay
MOEURN MEAN,Why I can't update to last version?,2,com.wingmoney.wingpay
PANN Ketya,"Wing Mall unable to pay by cash, what's going?",2,com.wingmoney.wingpay
កំ សាន្ត,Sometimes I cannot open this app,2,com.wingmoney.wingpay
Tona Unicon,i can't update? why?,2,com.wingmoney.wingpay
Kimsona Chhen,Every good game for m,2,com.wingmoney.wingpay
Keo Phannan,Your wing account create virtual Master card. Expensive charge.,2,com.wingmoney.wingpay
Ra,So not good change money,2,com.wingmoney.wingpay
Longan,How can I get license to create wing account ?,2,com.wingmoney.wingpay
BeeChaa KH,Why I can't log out? Tell me plz!!!,2,com.wingmoney.wingpay
Thong Meth,ការីទូរស័ព្ទ សេវាកម្មអន់ Poor customer services,2,com.wingmoney.wingpay
Channa Kay,Not yet great,2,com.wingmoney.wingpay
Sokna Lyta,I like this,2,com.wingmoney.wingpay
Bunjack Thuok,Why it's say account blocked?,2,com.wingmoney.wingpay
Ca Mom,"In. E. B wreck,,, rpm. Enmeezeh",2,com.wingmoney.wingpay
ounRun Run,GOOD wing okokoko,2,com.wingmoney.wingpay
Mustafa Kemal,sophaek sen,2,com.wingmoney.wingpay
KHIN CHIT,i like,2,com.wingmoney.wingpay
Amm Meng,korea,2,com.wingmoney.wingpay
City Phone,Yeun Samaky,2,com.wingmoney.wingpay
sun kimsrorn,No ideas,2,com.wingmoney.wingpay
pu pu,ដឆ៤,2,com.wingmoney.wingpay
Chhory Ray,Use hard,2,com.wingmoney.wingpay
Sok Chanvanna,good,2,com.wingmoney.wingpay
Ngong Sann,Good,2,com.wingmoney.wingpay
Mii Reak007,អោយផ្កាយពីសិនចាំបង្កើតហើយOKអោយបីទៀត?,2,com.wingmoney.wingpay
Srey Mom,", នន់ខ៥,យរ៥៤ដែលរស់នៅចផុត៦៦៦ថខខខដខឋឋឋឋឋឋង'''_5455៛5",2,com.wingmoney.wingpay
បង ភកី,Ok,2,com.wingmoney.wingpay
chhit dong,ពេញចិត្ត,2,com.wingmoney.wingpay
Phai kear,A9,2,com.wingmoney.wingpay
david ra,Wing,2,com.wingmoney.wingpay
nou sophal,្់់់់ផ។ រ,2,com.wingmoney.wingpay
Pea Sunshine,Good,2,com.wingmoney.wingpay
Ah Foo,រួមគ្នា,2,com.wingmoney.wingpay
ពូ ប្លោកធំ,ខ្ញុំបានព្យាយាមបើ App Wing របស់ខ្ញុំថ្ងៃនតែមិនអាច Log in ចូលបានទេ ដោយវាបានប្រាប់ឲ្យខ្ញុំពិនិត្យបណ្ដាញអ៊ីនធើណេត ប៉ុន្តែអ៊ីនធើណេតរបស់ខ្ញុំដំណើការធម្មតាខណ:ដែល App ផ្សេងៗទៀដូចជា ABA របស់ខ្ញុំក៏ដើរធម្មតាដែរ,2,com.wingmoney.wingpay
Leang Sochitra,បងជួយកែសម្រួល app ឡើងវិញផងមានបញ្ហាអ្វីកើតឡើងបានខ្ញុំឆែកមើលការគ្រប់គ្រងកាត នឹងកម្មវិធីមួយចំនួនក្នងកម្មវិធីនឹងអត់បានចឹងបង ចង់ទិញកាតទូរស័ព្ទក៏មិនបាន ឆែកអីក៏មិនកើតចឹងបងជួយអធិប្បាយប្រាប់ខ្ញុំវិញផងបង អរគុណទុកជាមុន,2,com.wingmoney.wingpay
bophal mang,Always error..,2,com.wingmoney.wingpay
Peat khmer angkor Vito,Pp,2,com.wingmoney.wingpay
Phim Puthrea,❤️❤️❤️❤️❤️❤️❤️❤️🙂🙂🙂,2,com.wingmoney.wingpay
Rattana Melody,មិចគេអត់ផ្ញើលេខកូដផ្ទៀងផ្ទាត់មកចឹង,2,com.wingmoney.wingpay
ma ma,Prakmunyratanak,2,com.wingmoney.wingpay
ចិម ២០២០,ចិម២០២០,2,com.wingmoney.wingpay
Samphors Chan,Eww,2,com.wingmoney.wingpay
Darin Chheang,"Why i cant log in and keep saying the account is linked with other phone, please call the call center? Edit: No luck. My account still locks in.",2,com.wingmoney.wingpay
Mrr Hong,ហេតុអ្វីជំហានទី2ពិបាកយកលេខកូដម្លេះ,2,com.wingmoney.wingpay
Kosal Mey,Very good,2,com.wingmoney.wingpay
Jack Frost77,ពិបាកប្រើជាងមុន,2,com.wingmoney.wingpay
RATANAK RATANAK,Main your,2,com.wingmoney.wingpay
A Google user,ស្រួលប្រើ,2,com.wingmoney.wingpay
A Google user,((((ឺឺឺឿុះ,2,com.wingmoney.wingpay
A Google user,សុំដាក់លេខគ្រប់ពន្ធ័សម្រាប់ទំនាក់ទំនង,2,com.wingmoney.wingpay
A Google user,"Update app នេះឲ Login បានគ្រប់ទូរស័ព្ទ នឹង 
ពេលលុបappនេះហើយពេលទាញយកappនេះមកវិញ ញ៉ុមសូមLoginចូលបានវិញផង។ Admin reply me 
please, Can you do it ?",2,com.wingmoney.wingpay
Yong Ye Lim,"បងជួយមើលaccញុមតិចញុមលុបappវាចោលហើយខានបញ្ចូលលុយ ឥលូវញុមចុចលែងចូល 
គេដាក់ថាមាននាក់ប្រើហើយមិចទេបង",2,com.wingmoney.wingpay
Molika Lim,"When I change my phone and log in, it's can't be connected due to it was 
last connected in the last equipment. I think it's should need to update or 
approved",2,com.wingmoney.wingpay
A Google user,ៀោិលើ៊ៀៀៀៀផើងលើៀ់,2,com.wingmoney.wingpay
Choek Nguon,លបយន,2,com.wingmoney.wingpay
chandara Nhoem,Easy break,2,com.wingmoney.wingpay
ម៉ៅ ភន,Can not confirm finger print access!!,2,com.wingmoney.wingpay
Lay Pisey,Fingerprint no longer working. Solution?,2,com.wingmoney.wingpay
Bayon Guides,"Not easy to use, my account has been blocked and called their provided number twice but still can't solve the problem.",2,com.wingmoney.wingpay
Lun Kimsuor,I cannot top up. After i entered my pin. It didn't do anything,2,com.wingmoney.wingpay
Vivian Vivian,stupid app always session expire....... so sick of log in every time,2,com.wingmoney.wingpay
Sokchea Om,Wing Money App is not support with finger print,2,com.wingmoney.wingpay
Oum Sam ath,Unauthorized Device How can I log in in new Device?,2,com.wingmoney.wingpay
សុភារម្យ វ៉ាន់,i can't log in right now...,2,com.wingmoney.wingpay
ប៉ិ ពុធ,Please check ABA mobile app. It is more secure. Every transaction it require PIN code.,2,com.wingmoney.wingpay
Ratanak Bounna,Please fix the app pls. Always crash when click on transfer and account. The App is useless now. + Update review : now Wing fix app and add new function which I like (WingMall) and (Savings),3,com.wingmoney.wingpay
Sovannara Pich,"It easy to use and the visual looks nice unfortunately I find alot of flaws with the functionalities. One bug I found was the virtual master card setting. The daily spending limit can be adjusted but it doesn't work, it stucks with whatever I set previously. I'm really disappointed because there's no build-in customer support. (Also customer support is bad, I either chat with bot or get repeatedly asked what's the problem eventhough I just explained in the previous text)",3,com.wingmoney.wingpay
Ly Dary,Cannot arrange the order of account when you have multiple accounts and vertual visa. Please help to do,3,com.wingmoney.wingpay
Udo Fischer,"Easy to use and extensive range of services. Limited to $ 100, however, which makes the app pointless. I can't find a way in the app to switch from the basic card ($ 100 limit) to the standard card ($ 1000 limit). I would very much appreciate an update for this.",3,com.wingmoney.wingpay
sahibul kahar,I am using wing for past 2 years and I usually do foreign transfers to family in a single click. But past few months I not able to use the favorite option and it shows empty. When ever I need to initiate transfer I need to type all the information from the beginning. Really its pissed me off. Please check and fix it.,3,com.wingmoney.wingpay
July Naly,No log out setting? I can't find the button to log out. It will be more safe if they add log out button.What if my phone is in another person's hand? They can easily use it by click on the app without any password. Not a security app.😒,3,com.wingmoney.wingpay
Bun Meun,Please allow new users to register through ID card. It's fast and it doesn't require much information. Many fields to fill make some new users lazy to complete. They install. Then uninstall. Please make it like ABA app.,3,com.wingmoney.wingpay
Panha Blogger,"កំហុសបច្ចេកទេសនៅតែមិនអាច Fix បាន ។ ខ្ញុំបានប្រើប្រាស់ Wing Master Card យូណាស់មកហើយ ទើបតែថ្មីៗនេះ ខ្ញុំមិនអាច Re-Active បានទេដោយវា បង្ហាញ Error massage "" General failed exception"" ខ្ញុំបាន ទាក់ទងទៅ Call Center ហើយនៅតែមិនអាចបើកវាបាន ។",3,com.wingmoney.wingpay
Pich Phanbros,Every every good bank,3,com.wingmoney.wingpay
Metta,App is not smooth at all plus not user-friendly. Once all my data in favorite items were gone for no reason and nothing shown as notification or anything!,3,com.wingmoney.wingpay
Kakashi Sensei,"App keeps crashing. Awful customer service, u call them twenty times before they pick up once. Also what sort of company has only one phone line for contact 😡",3,com.wingmoney.wingpay
BokNgan Det,No longer recieve push notifications on Android 12 My device Oneplus 9,3,com.wingmoney.wingpay
Lyn hou,"I can transfer or receive money a lot of countries but when I sent my money to another people or my families I must to spend some money to wing it not enough for me but I think is alittle expensive but for wing in mobile smartphones wing can charge money for use wing service permontly to use wing service is batter than. Sorry for some comments for your wing but tell you the truth and I wish to wing company have a lot of customers , successfully in your company , thank you for wing to help all pp",3,com.wingmoney.wingpay
Raksa Btb,I give 3 stars because I want ask why when I open my wing account money when I login always have the word check your internet connection?? My internet connection is good and not problem But why always like that ?? Until I can't send money or check my balance,3,com.wingmoney.wingpay
